,business_id,full_address,hours,open,categories,city,review_count,name,neighborhoods,longitude,state,stars,latitude,attributes,type
33839,iAVo8DDTSTcGNFF2MgDILg,"2815 W Carefree Hwy
Ste 107
Phoenix, AZ 85085","{'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '17:00', 'open': '09:00'}}",False,"['Hair Salons', 'Beauty & Spas']",Phoenix,13,Green Apple Hair Lounge,[],-112.120864391327,AZ,4.5,33.7977341924135,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 2}",business
33842,hEoHJJf6vYzQb4iFkTgX2A,"1617 N Granite Reef Rd
Scottsdale, AZ 85257","{'Tuesday': {'close': '21:00', 'open': '11:30'}, 'Friday': {'close': '22:00', 'open': '11:30'}, 'Wednesday': {'close': '21:00', 'open': '11:30'}, 'Thursday': {'close': '21:00', 'open': '11:30'}, 'Sunday': {'close': '21:00', 'open': '11:30'}, 'Saturday': {'close': '22:00', 'open': '11:30'}}",False,"['Pakistani', 'Indian', 'Restaurants']",Scottsdale,11,Zaidi's Grill,[],-111.9004743,AZ,3.5,33.4662738,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'quiet', 'Takes Reservations': True, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
33918,7cVa40CK9RtkPaUYkVvmsA,"7051 E 5th Ave
Ste F
Scottsdale, AZ 85251",{},True,"['Hair Salons', 'Beauty & Spas']",Scottsdale,3,Molli Cody's Hair Studio,[],-111.929223,AZ,5.0,33.497568,"{'By Appointment Only': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 2}",business
33922,udgL7LJx2tE6LO508o6EbQ,"4500 W Tropicana Ave
Inside Orleans
Las Vegas, NV 89103",{},True,"['Coffee & Tea', 'Food', 'Arts & Entertainment', 'Casinos', 'Event Planning & Services', 'Hotels & Travel', 'Hotels']",Las Vegas,8,Java Vegas Coffee,[],-115.201563835144,NV,3.0,36.1018563352866,"{'Wi-Fi': 'free', 'Outdoor Seating': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 1}",business
33950,YmEiUl5AeXPneQkvslG1TQ,"15205 N Kierland Blvd
Ste 150
Scottsdale, AZ 85254","{'Monday': {'close': '21:00', 'open': '10:00'}, 'Tuesday': {'close': '21:00', 'open': '10:00'}, 'Friday': {'close': '21:00', 'open': '10:00'}, 'Wednesday': {'close': '21:00', 'open': '10:00'}, 'Thursday': {'close': '21:00', 'open': '10:00'}, 'Sunday': {'close': '18:00', 'open': '12:00'}, 'Saturday': {'close': '21:00', 'open': '10:00'}}",True,"['Hot Tub & Pool', 'Shopping', 'Home & Garden', 'Antiques']",Scottsdale,3,The French Bee,[],-111.930343,AZ,3.0,33.624638,{'Accepts Credit Cards': True},business
33955,AIut5qYpkyU-ylyEl9qBpw,"4803 W Bell Dr
Las Vegas, NV 89118","{'Monday': {'close': '17:00', 'open': '09:00'}, 'Tuesday': {'close': '17:00', 'open': '09:00'}, 'Friday': {'close': '17:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}, 'Saturday': {'close': '15:00', 'open': '10:00'}}",True,"['Auto Repair', 'Automotive', 'Body Shops']",Las Vegas,11,Mirage Collision,[],-115.2061005,NV,4.5,36.0987061,{},business
33970,kDn-Lk5fmjc7dLYZUlkEeA,"3910 Spring Mountain Rd
Ste 4
Chinatown
Las Vegas, NV 89102","{'Monday': {'close': '18:00', 'open': '08:00'}, 'Tuesday': {'close': '18:00', 'open': '08:00'}, 'Friday': {'close': '18:00', 'open': '08:00'}, 'Wednesday': {'close': '18:00', 'open': '08:00'}, 'Thursday': {'close': '18:00', 'open': '08:00'}, 'Sunday': {'close': '19:00', 'open': '07:00'}, 'Saturday': {'close': '16:00', 'open': '08:00'}}",True,"['Auto Repair', 'Automotive', 'Body Shops', 'Oil Change Stations']",Las Vegas,38,Busy Buggy,['Chinatown'],-115.1927162,NV,4.5,36.1266122,{},business
34015,OaghH5U8GTmEfFM2lcWq-Q,"8058 S Priest Dr
Ste 101
Tempe, AZ 85284","{'Monday': {'close': '20:00', 'open': '09:00'}, 'Tuesday': {'close': '20:00', 'open': '09:00'}, 'Friday': {'close': '20:00', 'open': '09:00'}, 'Wednesday': {'close': '20:00', 'open': '09:00'}, 'Thursday': {'close': '20:00', 'open': '09:00'}, 'Sunday': {'close': '20:00', 'open': '09:00'}, 'Saturday': {'close': '20:00', 'open': '09:00'}}",True,"['Massage', 'Beauty & Spas']",Tempe,13,Therapeutic Retreat,[],-111.9636746,AZ,5.0,33.3435715,"{'Price Range': 2, 'Accepts Insurance': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'By Appointment Only': True, 'Accepts Credit Cards': True, 'Wheelchair Accessible': True}",business
34026,ss5gVggeSmAgMUeL65UvYw,"302 N Gilbert Rd
Gilbert, AZ 85234","{'Monday': {'close': '23:00', 'open': '11:00'}, 'Tuesday': {'close': '23:00', 'open': '11:00'}, 'Friday': {'close': '00:00', 'open': '11:00'}, 'Wednesday': {'close': '23:00', 'open': '11:00'}, 'Thursday': {'close': '23:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '09:00'}, 'Saturday': {'close': '00:00', 'open': '09:00'}}",True,"['Bars', 'Breakfast & Brunch', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']",Gilbert,338,Postino East,[],-111.7899116,AZ,4.5,33.3551173,"{'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Has TV': False, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}, 'Good for Kids': False, 'Price Range': 2, 'Good For Dancing': False, 'Delivery': False, 'Coat Check': False, 'Smoking': 'no', 'Accepts Credit Cards': True, 'Take-out': True, 'Happy Hour': True, 'Outdoor Seating': True, 'Takes Reservations': True, 'Waiter Service': True, 'Wi-Fi': 'free', 'Caters': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Music': {'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}, 'Good For Groups': True}",business
34232,pdTK3jYUQQvkx2fPRYuZ7w,"44301 W Maricopa Casa Grande Hwy
Maricopa, AZ 85139",{},True,"['Food', 'Farmers Market']",Maricopa,3,Maricopa Farmer's Market,[],-112.0440098,AZ,3.5,33.0540704,{},business
34358,Ra1-tcivgZ8rr-Ul4fDP8Q,"80 N Stephanie St
Henderson, NV 89074","{'Monday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}}",True,"['Food', 'Bakeries', 'Grocery']",Henderson,105,WinCo Foods,[],-115.04379394263,NV,4.0,36.033793095805,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': False, 'Price Range': 1}",business
34387,Dm5K0Zvw8mqrps-jFjgIaw,"1625 N Central Ave
Phoenix, AZ 85004","{'Sunday': {'close': '15:30', 'open': '10:00'}, 'Friday': {'close': '15:30', 'open': '11:00'}, 'Saturday': {'close': '15:30', 'open': '11:00'}, 'Thursday': {'close': '15:30', 'open': '11:00'}, 'Wednesday': {'close': '20:00', 'open': '11:00'}}",True,"['Caterers', 'American (New)', 'Event Planning & Services', 'Restaurants']",Phoenix,21,Palette,[],-112.072569,AZ,4.0,33.466978,"{'Take-out': False, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'beer_and_wine', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
34407,Pk1voPbCxrEy-laDpwNXkg,"Centennial
Las Vegas, NV 89143","{'Monday': {'close': '22:00', 'open': '09:00'}, 'Tuesday': {'close': '22:00', 'open': '09:00'}, 'Friday': {'close': '22:00', 'open': '09:00'}, 'Wednesday': {'close': '22:00', 'open': '09:00'}, 'Thursday': {'close': '22:00', 'open': '09:00'}, 'Sunday': {'close': '22:00', 'open': '09:00'}, 'Saturday': {'close': '22:00', 'open': '09:00'}}",True,"['Party Bus Rentals', 'Event Planning & Services', 'Party & Event Planning']",Las Vegas,4,GameRV,['Centennial'],-115.2896852,NV,5.0,36.3255827,{'Accepts Credit Cards': True},business
34549,aneorctabCUXJv5hP_a7DA,"Las Vegas Premium Outlets
755 Grand Central Pkwy, Ste 2105
Downtown
Las Vegas, NV 89106",{},True,"['Shopping', 'Cosmetics & Beauty Supply', 'Beauty & Spas']",Las Vegas,8,Bare Escentuals Outlet,['Downtown'],-115.1557533,NV,4.0,36.1652344,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
34594,HZNx0xckvT1wAhjaAHUw8g,"21055 W Main St
Buckeye, AZ 85396",{},True,"['Arts & Entertainment', 'Performing Arts', 'Nightlife', 'Music Venues']",Buckeye,4,Anderson Institute of Music & Performing Arts,[],-112.512619018555,AZ,5.0,33.4957466125488,"{'Good For Dancing': True, 'Good for Kids': True, 'Good For Groups': True, 'Outdoor Seating': True, 'Alcohol': 'none'}",business
34683,mrhn65jQwWou1nYzgI5BdQ,"10777 Grand Ave
Sun City, AZ 85351","{'Monday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}}",True,"['Mexican', 'Restaurants']",Sun City,6,Filiberto's Mexican Food,[],-112.292999,AZ,4.5,33.603017,"{'Take-out': True, 'Takes Reservations': False, 'Delivery': False, 'Has TV': False, 'Good For': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Attire': 'casual', 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': False, 'Price Range': 1}",business
34694,MhPqt_b2dAhw9un77DXrQg,"2651 Paseo Verde Pkwy
Anthem
Henderson, NV 89074","{'Monday': {'close': '17:00', 'open': '09:00'}, 'Tuesday': {'close': '17:00', 'open': '09:00'}, 'Friday': {'close': '18:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}, 'Saturday': {'close': '12:00', 'open': '09:00'}}",True,"['Banks & Credit Unions', 'Financial Services']",Henderson,4,Credit Union 1,['Anthem'],-115.100266,NV,3.5,36.017318,{},business
34797,EB73wgk2r2A8mBtO-4Shsw,"S Hall
Las Vegas Convention Center
Eastside
Las Vegas, NV 89109",{},True,"['Food Stands', 'Restaurants']",Las Vegas,3,Aces,['Eastside'],-115.152901962358,NV,2.5,36.1284019455516,"{'Take-out': False, 'Noise Level': 'average', 'Delivery': False, 'Takes Reservations': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True}",business
34829,Ea7Jl7tw0y60YuZ4SjGiPQ,"2730 S Val Vista Dr
Bldg 7, Ste 137
Gilbert, AZ 85295",{},True,"['Beauty & Spas', 'Health & Medical', 'Massage', 'Medical Spas']",Gilbert,6,Alli Total Body Wellness and Aesthetics Center,[],-111.757784,AZ,3.0,33.301316,"{'By Appointment Only': True, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Accepts Credit Cards': True, 'Accepts Insurance': False, 'Price Range': 2}",business
34872,U5F3-Z44SZiqHjka3-kYnw,"4290 E Indian School Rd
Ste 119
Phoenix, AZ 85018","{'Monday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '16:00', 'open': '10:00'}}",True,"['Health & Medical', 'Chiropractors']",Phoenix,7,The Joint ...The Chiropractic Place,[],-111.9897417,AZ,4.5,33.4949763,{'By Appointment Only': False},business
35141,iy4-0ONEcRbemqtqf0o2Xg,"3320 S McClintock Dr
Tempe, AZ 85282","{'Monday': {'close': '19:00', 'open': '09:00'}, 'Tuesday': {'close': '19:00', 'open': '09:00'}, 'Friday': {'close': '19:00', 'open': '09:00'}, 'Wednesday': {'close': '19:00', 'open': '09:00'}, 'Thursday': {'close': '19:00', 'open': '09:00'}, 'Sunday': {'close': '17:00', 'open': '11:00'}, 'Saturday': {'close': '18:00', 'open': '09:00'}}",True,"['Beauty & Spas', 'Nail Salons']",Tempe,17,Colorful Nails,[],-111.9091441,AZ,3.5,33.3927215,"{'By Appointment Only': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
35254,giyl3pyGo6sbvsnn94f4Hg,"2410 W Bell Rd
Phoenix, AZ 85023","{'Monday': {'close': '14:30', 'open': '11:00'}, 'Tuesday': {'close': '14:30', 'open': '11:00'}, 'Friday': {'close': '14:30', 'open': '11:00'}, 'Wednesday': {'close': '14:30', 'open': '11:00'}, 'Thursday': {'close': '14:30', 'open': '11:00'}, 'Sunday': {'close': '15:00', 'open': '11:30'}, 'Saturday': {'close': '15:00', 'open': '11:30'}}",False,"['Indian', 'Buffets', 'Restaurants']",Phoenix,23,Indian Paradise 2,[],-112.111654,AZ,3.5,33.640376,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Caters': True, 'Noise Level': 'average', 'Takes Reservations': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Has TV': False, 'Delivery': False, 'Dogs Allowed': False, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
35354,eZXAQxBXReD78AWWf0_4ZA,"1009 S 7th St
Phoenix, AZ 85034","{'Monday': {'close': '22:00', 'open': '10:00'}, 'Tuesday': {'close': '22:00', 'open': '10:00'}, 'Friday': {'close': '22:00', 'open': '10:00'}, 'Wednesday': {'close': '22:00', 'open': '10:00'}, 'Thursday': {'close': '22:00', 'open': '10:00'}, 'Sunday': {'close': '00:00', 'open': '10:00'}, 'Saturday': {'close': '00:00', 'open': '10:00'}}",True,"['Mexican', 'Restaurants']",Phoenix,18,Tacos Sonora Grill,[],-112.06484,AZ,5.0,33.437259,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}, 'Noise Level': 'average', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': False, 'Outdoor Seating': True, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': False, 'Price Range': 1}",business
35360,Bqa6NKLyxFlfFiMrSEyFQw,"3325 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109",{},True,"['Automotive', 'Car Dealers']",Las Vegas,7,Try Exotic Cars,['The Strip'],-115.1695192,NV,1.5,36.1239405,{},business
35365,PXdpNJY8xWUM2FQShsCGeQ,"6584 N Decatur Blvd
Ste 120
Las Vegas, NV 89131","{'Monday': {'close': '20:30', 'open': '08:30'}, 'Tuesday': {'close': '20:30', 'open': '08:30'}, 'Friday': {'close': '20:30', 'open': '08:30'}, 'Wednesday': {'close': '20:30', 'open': '08:30'}, 'Thursday': {'close': '20:30', 'open': '08:30'}, 'Sunday': {'close': '20:30', 'open': '08:30'}, 'Saturday': {'close': '20:30', 'open': '08:30'}}",False,"['Filipino', 'Restaurants']",Las Vegas,4,Goldilocks,[],-115.205866098404,NV,4.0,36.2798196411367,"{'Waiter Service': True, 'Noise Level': 'average'}",business
35448,4VzaYvZntWBRbr8VmwCiWg,"7130 E Becker Ln
Scottsdale, AZ 85254",{},True,"['Hair Salons', 'Barbers', 'Beauty & Spas']",Scottsdale,8,Comb-A-Cabana Kids & Family Haircuts,[],-111.926829,AZ,4.5,33.583144,"{'Price Range': 1, 'Hair Types Specialized In': {'coloring': True, 'africanamerican': False, 'curly': True, 'perms': False, 'kids': True, 'extensions': False, 'asian': True, 'straightperms': False}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Wheelchair Accessible': True}",business
35876,iIxPdZgBXtUt0LYchHLP-w,"5775 S Eastern Ave Ste 101
Southeast
Las Vegas, NV 89119","{'Monday': {'close': '17:00', 'open': '12:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Sunday': {'close': '19:00', 'open': '10:00'}, 'Saturday': {'close': '19:00', 'open': '10:00'}}",True,"['Shopping', 'Mobile Phones']",Las Vegas,5,Sprint,['Southeast'],-115.1188815,NV,4.5,36.0847184,{},business
36079,W48qg4yoRDWDz1AYa6Jx0w,"5925 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146","{'Monday': {'close': '19:00', 'open': '09:00'}, 'Tuesday': {'close': '19:00', 'open': '09:00'}, 'Friday': {'close': '19:00', 'open': '09:00'}, 'Wednesday': {'close': '19:00', 'open': '09:00'}, 'Thursday': {'close': '19:00', 'open': '09:00'}, 'Sunday': {'close': '19:00', 'open': '09:00'}, 'Saturday': {'close': '19:00', 'open': '09:00'}}",True,"['Local Services', 'Professional Services', 'Graphic Design', 'Printing Services']",Las Vegas,17,JW Media,['Chinatown'],-115.221278,NV,5.0,36.125091,{'Accepts Credit Cards': True},business
36144,KOv7XuQ2XRtNOQObAHerdg,"3 Viewforth
Bruntsfield
Edinburgh EH10 4JD","{'Monday': {'close': '22:00', 'open': '18:00'}, 'Tuesday': {'close': '22:00', 'open': '18:00'}, 'Friday': {'close': '14:30', 'open': '12:00'}, 'Wednesday': {'close': '22:00', 'open': '18:00'}, 'Thursday': {'close': '14:30', 'open': '12:00'}, 'Sunday': {'close': '22:00', 'open': '17:00'}, 'Saturday': {'close': '16:00', 'open': '12:00'}}",True,"['Scottish', 'British', 'Restaurants']",Edinburgh,11,Three Birds,['Bruntsfield'],-3.2080839,EDH,4.5,55.9369715,"{'Take-out': False, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Noise Level': 'average', 'Takes Reservations': True, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'Parking': {'garage': False, 'street': False, 'lot': False, 'valet': False}, 'Has TV': False, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 2}",business
36235,LbBxrQJl-ny02-eCM1LYNg,"1245 W Baseline Rd
Ste 101
Mesa, AZ 85202","{'Monday': {'close': '21:00', 'open': '11:00'}, 'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '12:00'}, 'Saturday': {'close': '22:00', 'open': '12:00'}}",True,"['Thai', 'Restaurants']",Mesa,34,Thai Basil,[],-111.861418,AZ,4.0,33.37831,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Delivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'none', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
36421,lPRbhl79nOAlQdh1B9hxqA,"10161 Park Run Dr
Ste 150
Summerlin
Las Vegas, NV 89145",{},True,['Professional Services'],Las Vegas,3,Plaza Office Center,['Summerlin'],-115.3169444,NV,1.0,36.1609958,{},business
36457,VSSO193ph86tmxDVaSDb3A,"8909 E Indian Bend Rd
Scottsdale, AZ 85250",{},True,"['Bars', 'American (Traditional)', 'Sports Bars', 'Nightlife', 'Chicken Wings', 'Restaurants']",Scottsdale,32,Hooters,[],-111.8894703,AZ,3.0,33.5381832,"{'Alcohol': 'full_bar', 'Noise Level': 'average', 'Has TV': True, 'Attire': 'casual', 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Good for Kids': False, 'Price Range': 2, 'Good For Dancing': False, 'Delivery': False, 'Coat Check': False, 'Smoking': 'outdoor', 'Accepts Credit Cards': True, 'Take-out': True, 'Happy Hour': True, 'Outdoor Seating': True, 'Takes Reservations': False, 'Waiter Service': True, 'Wi-Fi': 'free', 'Caters': True, 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, 'Music': {'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}, 'Good For Groups': True}",business
36514,I3RnM4JmJ787ySV6rBswvw,"245 East Bell Road  #15
Phoenix, AZ 85022","{'Monday': {'close': '22:00', 'open': '07:00'}, 'Tuesday': {'close': '22:00', 'open': '07:00'}, 'Friday': {'close': '22:00', 'open': '07:00'}, 'Wednesday': {'close': '22:00', 'open': '07:00'}, 'Thursday': {'close': '22:00', 'open': '07:00'}, 'Sunday': {'close': '22:00', 'open': '07:00'}, 'Saturday': {'close': '22:00', 'open': '07:00'}}",True,"['Food', 'Grocery', 'Farmers Market']",Phoenix,18,Sprouts Farmers Market,[],-112.0718789,AZ,4.0,33.6378277,"{'Parking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, 'Accepts Credit Cards': True, 'Price Range': 2}",business
36568,Lu9KEBF_KV7_u8M_ruCT6w,"4319 E University Dr
Phoenix, AZ 85034","{'Tuesday': {'close': '18:00', 'open': '08:00'}, 'Thursday': {'close': '18:00', 'open': '08:00'}, 'Friday': {'close': '18:00', 'open': '08:00'}, 'Wednesday': {'close': '18:00', 'open': '08:00'}, 'Monday': {'close': '18:00', 'open': '08:00'}}",True,"['Auto Repair', 'Automotive', 'Auto Parts & Supplies', 'Oil Change Stations']",Phoenix,4,Fayad Auto Tech,[],-111.988572678571,AZ,5.0,33.4216671708995,{},business
36570,kBlNS_d29MrzbaqY-8-JiA,"15 N Broom St
Capitol
Madison, WI 53703","{'Monday': {'close': '22:00', 'open': '11:00'}, 'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '00:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '00:00', 'open': '11:00'}}",True,"['Peruvian', 'Steakhouses', 'Latin American', 'Restaurants']",Madison,16,A La Brasa,['Capitol'],-89.3895536687156,WI,3.5,43.0719925103078,"{'Take-out': True, 'Wi-Fi': 'no', 'Good For': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Caters': False, 'Noise Level': 'quiet', 'Takes Reservations': False, 'Delivery': True, 'Ambience': {'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'Parking': {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, 'Has TV': True, 'Outdoor Seating': False, 'Attire': 'casual', 'Alcohol': 'full_bar', 'Waiter Service': True, 'Accepts Credit Cards': True, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1}",business
